produto,eixo,orçamentário,ação,objetivo,prefeitura bairro,unidade,meta física,programa,extra
Banco de Alimentos Implantado,DESENVOLVIMENTO SOCIAL,522788000,Implantação do Banco de Alimentos,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Valéria,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Programa Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Ampliação do Programa Prato Amigo,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Restaurante Recuperado,DESENVOLVIMENTO SOCIAL,522788000,Recuperação de Restaurante Popular Municipal,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,4,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Cabula/Tancredo Neves,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Centro/Brotas,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Valéria,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Itapuã/Ipitanga,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Cajazeiras,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Subúrbio/Ilhas,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Liberdade/São Caetano,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Casa da Sabedoria Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação da Casa da Sabedoria,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,2,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Espaço Implantado e Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Espaço de Convivência em Praças Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Cabula/Tancredo Neves,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Espaço Implantado e Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Espaço de Convivência em Praças Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Itapuã/Ipitanga,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Espaço Implantado e Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Espaço de Convivência em Praças Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Cajazeiras,Unidade,2,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Espaço Implantado e Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Espaço de Convivência em Praças Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Subúrbio/Ilhas,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Espaço Implantado e Ampliado,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Espaço de Convivência em Praças Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,3,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Cidadão Assistido,DESENVOLVIMENTO SOCIAL,522788000,"Cuidar - Ações de Inclusão, Desenvolvimento e Assistência Social","Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Percentual,100,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Residência Implantada,DESENVOLVIMENTO SOCIAL,522788000,Implantação de Residência Inclusiva para Pessoa com Deficiência,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Percentual,100,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Unidade Reformada,DESENVOLVIMENTO SOCIAL,522788000,Reforma de Equipamentos Socioassistenciais,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Percentual,100,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Cozinha Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Cozinha Comunitária,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Itapuã/Ipitanga,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Cozinha Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Cozinha Comunitária,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,3,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Cozinha Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Cozinha Comunitária,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Subúrbio/Ilhas,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Cozinha Implantada e Ampliada,DESENVOLVIMENTO SOCIAL,522788000,Implantação e Ampliação de Cozinha Comunitária,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Cabula/Tancredo Neves,Unidade,1,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Realizada,DESENVOLVIMENTO SOCIAL,522788000,Realização de Ações para a Promoção da Cidadania - LGBT,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,16,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Mulher Atendida,DESENVOLVIMENTO SOCIAL,522788000,Ampliação do Atendimento à Mulher Vítima de Violência - Mulheres no CRAM,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,1600,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Realizada,DESENVOLVIMENTO SOCIAL,522788000,"Desenvolvimento de Ações de Combate ao Racismo, à Discriminação e à Promoção da Igualdade Racial","Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,24,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Fundo Mantido,DESENVOLVIMENTO SOCIAL,522788000,Operacionalização do Fundo Municipal da Pessoa Idosa,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Percentual,100,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Profissional Capacitado,DESENVOLVIMENTO SOCIAL,522788000,"Capacitação dos Profissionais na Área de Políticas Assistenciais de Crianças, Adolescentes e Jovens","Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Centro/Brotas,Unidade,92,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Realizada,DESENVOLVIMENTO SOCIAL,522788000,Realização de Ações de Qualificação para Promoção da Equidade Racial para População,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,8,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Desenvolvida,DESENVOLVIMENTO SOCIAL,522788000,Realização de Ações para Reparação,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,8,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Desenvolvida,DESENVOLVIMENTO SOCIAL,522788000,Realização de Ações de Apoio ao Conselho Municipal das Comunidades Negras - CMCN,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,8,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Campanha Realizada,DESENVOLVIMENTO SOCIAL,522788000,Realização de Campanhas de Enfrentamento à Violência Contra as Mulheres,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,16,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Realizada,DESENVOLVIMENTO SOCIAL,522788000,Promoção de Ações de Cidadania para as Mulheres,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,36,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Capacitação Realizada,DESENVOLVIMENTO SOCIAL,522788000,Capacitação e Autonomia Econômica das Mulheres para o Controle das Políticas Públicas,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,48,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
Ação Realizada,DESENVOLVIMENTO SOCIAL,522788000,Realização de Ações nas Datas Simbólicas em Defesa dos Direitos das Mulheres,"Tornar Salvador referência na garantia de direitos e na proteção de pessoas em situação de vulnerabilidade social, assim como enfrentar a pobreza e a desigualdade, provendo assistência social de qualidade. Para alcançar o objetivo, pretende-se transformar a capital em referência de políticas para a população negra, valorizando a cultura e promovendo a igualdade de oportunidades. Em relação à população LGBT, busca-se o combate à discriminação, à promoção de ações educativas e o acesso à cidadania. Pretende-se também fortalecer as políticas de atenção, redução da violência e empoderamento da mulher, contribuindo para a redução das desigualdades de gênero. O atendimento a crianças, jovens e idosos em situação de vulnerabilidade social constitui outra frente de atuação.",Inter-Regionais,Unidade,16,"Salvador Cidadã - Acolhedora, Justa e Igualitária",0
